,graph_name,code,internal_name,name,directory,data_source,availability,consistency_check,category,node_meaning,edge_meaning,network_format,edge_type,temporal_data,reciprocal,directed_cycles,loops,snapshot,dataset_timestamp,network_join,orientation,multiplicity,connectedness,txt_file_size,compressed_txt_file_size,zero_weights,skew_symmetry,complete,k_core,tournament,paths
780,edit-brwiktionary,mbr,edit-brwiktionary,Wiktionary edits (br),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
781,edit-nlwikibooks,bnl,edit-nlwikibooks,Wikibooks edits (nl),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
782,edit-trwikinews,ntr,edit-trwikinews,Wikinews edits (tr),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
783,edit-arwikisource,qar,edit-arwikisource,Wikiquote edits (ar),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
784,wikipedia_link_mn,Wmn,wikipedia_link_mn,Wikipedia links (mn),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
785,edit-hrwiktionary,mhr,edit-hrwiktionary,Wiktionary edits (hr),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
786,edit-hewiktionary,mhe,edit-hewiktionary,Wiktionary edits (he),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
787,edit-diqwiki,diq,edit-diqwiki,Wikipedia edits (diq),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
788,wikipedia_link_arz,Warz,wikipedia_link_arz,Wikipedia links (arz),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
789,wikipedia_link_or,Wor,wikipedia_link_or,Wikipedia links (or),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
790,edit-fawikinews,nfa,edit-fawikinews,Wikinews edits (fa),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
791,edit-mnwiktionary,mmn,edit-mnwiktionary,Wiktionary edits (mn),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
792,edit-eswikibooks,bes,edit-eswikibooks,Wikibooks edits (es),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
793,edit-ptwikisource,qpt,edit-ptwikisource,Wikiquote edits (pt),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
794,edit-iswiktionary,mis,edit-iswiktionary,Wiktionary edits (is),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
795,github,GH,github,Github,,https://github.com/blog/466-the-2009-github-contest,Dataset is available for download,Dataset passed all tests,Authorship network,"User, project",Membership,"Bipartite, undirected","Unweighted, no multiple edges",,,,,,,,,,,,,,,,,,
796,soc-Epinions1,ES,soc-Epinions1,Epinions,,http://snap.stanford.edu/data/soc-Epinions1.html,Dataset is available for download,Dataset passed all tests,Online social network,User,Trust,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Does not contain loops,,,,,,,,,,,,,,
797,dbpedia-genre,GE,dbpedia-genre,Genres (DBpedia),,http://wiki.dbpedia.org/Downloads,Dataset is available for download,Dataset passed all tests,Feature network,"Work, genre",Style,"Bipartite, undirected","Unweighted, no multiple edges",,,,,,2001 ⋯ 2017,,,,,,,,,,,,
798,edit-huwikibooks,bhu,edit-huwikibooks,Wikibooks edits (hu),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
799,edit-itwikibooks,bit,edit-itwikibooks,Wikibooks edits (it),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
800,edit-kywiki,ky,edit-kywiki,Wikipedia edits (ky),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
801,edit-ptwikinews,npt,edit-ptwikinews,Wikinews edits (pt),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
802,edit-zh_classicalwiki,zh-classical,edit-zh_classicalwiki,Wikipedia edits (zh-classical),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
803,edit-sewiki,se,edit-sewiki,Wikipedia edits (se),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
804,edit-nds_nlwiki,nds-nl,edit-nds_nlwiki,Wikipedia edits (nds-nl),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
805,edit-pamwiki,pam,edit-pamwiki,Wikipedia edits (pam),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
806,edit-orwiki,or,edit-orwiki,Wikipedia edits (or),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
807,edit-vlswiki,vls,edit-vlswiki,Wikipedia edits (vls),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
808,wikipedia_link_pa,Wpa,wikipedia_link_pa,Wikipedia links (pa),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
809,edit-ocwiktionary,moc,edit-ocwiktionary,Wiktionary edits (oc),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
810,edit-ilowiki,ilo,edit-ilowiki,Wikipedia edits (ilo),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
811,wikipedia_link_nds,Wnds,wikipedia_link_nds,Wikipedia links (nds),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
812,edit-gvwiki,gv,edit-gvwiki,Wikipedia edits (gv),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
813,edit-dawiktionary,mda,edit-dawiktionary,Wiktionary edits (da),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
814,edit-frwikivoyage,vfr,edit-frwikivoyage,Wikivoyage edits (fr),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
815,wikipedia_link_ps,Wps,wikipedia_link_ps,Wikipedia links (ps),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
816,petster-cat-household,PCh,petster-cat-household,Catster households,,,Dataset is available for download,Dataset passed all tests,Online social network,,,"Unipartite, undirected","Unweighted, no multiple edges",,,,Does not contain loops,,,,,,,,,,,,,,
817,bookcrossing_rating,Bx,bookcrossing_rating,BookCrossing (ratings),,http://www.informatik.uni-freiburg.de/~cziegler/BX/,Dataset is available for download,Dataset passed all tests,Rating network,"User, book",Rating,"Bipartite, undirected","Ratings, no multiple edges",,,,,,2004-08-01 ⋯ 2004-09-01,,,,,,,,,,,,
818,edit-wawiki,wa,edit-wawiki,Wikipedia edits (wa),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
819,wikipedia_link_pms,Wpms,wikipedia_link_pms,Wikipedia links (pms),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
820,edit-svwikisource,qsv,edit-svwikisource,Wikiquote edits (sv),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
821,komarix-citeseer,CS,komarix-citeseer,CiteSeer,,http://komarix.org/ac/ds/,Dataset is available for download,Dataset passed all tests,Authorship network,"Author, publication",Authorship,"Bipartite, undirected","Unweighted, no multiple edges",,,,,Is a snapshot and likely to not contain all data,,,,,,,,,,,,,
822,edit-amwiki,am,edit-amwiki,Wikipedia edits (am),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
823,edit-fowiki,fo,edit-fowiki,Wikipedia edits (fo),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
824,wiki_talk_sr,Tsr,wiki_talk_sr,Wikipedia talk (sr),,https://zenodo.org/record/49561,Dataset is available for download,Dataset passed all tests,Communication network,User,Message,"Unipartite, directed","Unweighted, multiple edges",Edges are annotated with timestamps,Contains reciprocal edges,Contains directed cycles,Contains loops,,2017-10-27,,,,,,,,,,,,
825,edit-bat_smgwiki,bat-smg,edit-bat_smgwiki,Wikipedia edits (bat-smg),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
826,edit-dewikiquote,qde,edit-dewikiquote,Wikiquote edits (de),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
827,edit-sahwiki,sah,edit-sahwiki,Wikipedia edits (sah),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
828,dbpedia-country,CN,dbpedia-country,DBpedia countries,,http://wiki.dbpedia.org/Downloads,Dataset is available for download,Dataset passed all tests,Affiliation network,"Entity, country",Affiliation,"Bipartite, undirected","Unweighted, multiple edges",,,,,,2001 ⋯ 2017,,,,,,,,,,,,
829,edit-hsbwiki,hsb,edit-hsbwiki,Wikipedia edits (hsb),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
830,wikipedia_link_yi,Wyi,wikipedia_link_yi,Wikipedia links (yi),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Hyperlink network,Article,Wikilink,"Unipartite, directed","Unweighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Contains loops,,,,,,,,,,,,,,
831,slashdot-zoo,SZ,slashdot-zoo,Slashdot Zoo,,http://dai-labor.de/IRML/datasets,Dataset is available for download,Dataset passed all tests,Online social network,User,Friend/foe,"Unipartite, directed","Signed, possibly weighted, no multiple edges",,Contains reciprocal edges,Contains directed cycles,Does not contain loops,,1997 ⋯ 2009,,,,,,,,,,,,
832,edit-nahwiki,nah,edit-nahwiki,Wikipedia edits (nah),,http://dumps.wikimedia.org/,Dataset is available for download,Dataset passed all tests,Authorship network,"User, article",Edit,"Bipartite, undirected","Unweighted, multiple edges",Edges are annotated with timestamps,,,,,2017-10-20,,,,,,,,,,,,
