,graph_name,directed,size,volume,n,m,unique_edge_count,loop_count,wedge_count,claw_count,cross_count,triangle_count,square_count,tour_count_4,maximum_degree,maximum_outdegree,maximum_indegree,average_degree,fill,average_edge_multiplicity,size_of_lcc,size_of_lscc,relative_size_of_lscc,diameter,percentile_effective_diameter_50,percentile_effective_diameter_90,median_distance,mean_distance,gini_coefficient,balanced_inequality_ratio,outdegree_balanced_inequality_ratio,indegree_balanced_inequality_ratio,relative_edge_distribution_entropy,power_law_exponent,tail_power_law_exponent,tail_power_law_exponent_with_p,p_value,degree_assortativity,degree_assortativity_p_value,clustering_coefficient,directed_clustering_coefficient,spectral_norm,operator_2_norm,cyclic_eigenvalue,reciprocity,non_bipartivity,normalized_non_bipartivity,algebraic_non_bipartivity,spectral_bipartite_frustration,relative_controllability,controllability,in_outdegree_correlation,outdegree_tail_power_law_exponent_with_p,indegree_p_value,indegree_tail_power_law_exponent_with_p,outdegree_p_value,algebraic_connectivity,spectral_separation,triadic_conflict,spectral_signed_frustration,algebraic_conflict,negativity,left_balanced_inequality_ratio,average_left_degree,right_size,left_size,maximum_right_degree,maximum_left_degree,right_balanced_inequality_ratio,right_tail_power_law_exponent_with_p,left_p_value,right_p_value,left_tail_power_law_exponent_with_p,average_right_degree
779,email-EuAll,1,265214,420045,,,,1089,195288557,250257426117,330517523039094,267313,18421946,929258758,7636,930,7631,3.16759,5.97177e-06,,224832,34203,0.128964,14,3.54911,4.43988,4,4.08016,0.663243,0.239929,0.348808,0.152931,0.798488,6.64966,2.931,2.931,0.0,-0.178125,0.0,0.00410643,0.0147164,152.046,87.3571,69.9323,0.26197,0.425255,9.81748e-05,0.000196327,1.61903e-05,0.926765,245791,0.145893,2.971,0.0,2.661,0.0,0.000202791,1.60295,,,,,,,,,,,,,,,,
780,edit-brwiktionary,0,44388,217681,,,112920,,523437544,2690491858795,13261406569662936,,184708533,3571674364,34001,,,9.8081,0.00658072,1.92775,42720,,,14,3.16435,3.84593,4,3.21482,0.784156,0.191877,,,0.687047,2.49673,2.891,2.891,0.0,-0.400647,0.0,,,650.216,,,,,,,,0.982041,42216,,,,,,0.032779,1.50915,,,,,0.0406329,558.156,43998,390,392,34001,0.278118,8.991,0.026,0.015,1.401,4.94752
781,edit-nlwikibooks,0,29946,213603,,,79477,,88486934,217139404982,514581012973920,,17193716,491720950,32832,,,14.2659,0.000744514,2.68761,29539,,,11,3.35393,4.35739,4,3.69305,0.833099,0.159663,,,0.782595,2.552,2.071,2.071,0.0,-0.267571,0.0,,,3807.69,,,,,,,,0.814257,24295,,,,,,0.0267362,2.86583,,,,,0.0982243,51.6448,25810,4136,4559,32832,0.210774,3.521,0.0,0.368,1.701,8.27598
782,edit-trwikinews,0,10072,235204,,,17249,,14193429,15661649293,14972196566317,,1383464,67880182,192758,,,46.7045,0.00363856,13.6358,9777,,,10,3.32716,3.97398,4,3.56279,0.965081,0.0522568,,,0.740023,3.46174,2.491,2.491,0.0,-0.270005,7.20066e-286,,,191724.0,,,,,,,,0.913329,9168,,,,,,0.0500472,38.3985,,,,,0.0270021,475.16,9577,495,191789,192758,0.086899,3.991,0.605,0.004,1.641,24.5593
783,edit-arwikisource,0,130274,210895,,,164222,,2180374019,34870418451772,476627192240586752,,36297859,9012213476,57769,,,3.23771,0.000826236,1.28421,128659,,,13,3.80787,5.78597,4,4.3361,0.668395,0.232931,,,0.669768,7.2455,3.031,3.031,0.0,-0.323295,0.0,,,511.341,,,,,,,,0.97825,127015,,,,,,0.000628412,1.3374,,,,,0.039669,136.59,128730,1544,394,57769,0.377164,3.071,0.427,0.0,1.511,1.63827
784,wikipedia_link_mn,1,24924,488451,,,,312,78957433,45727328891,13624045323781,10952341,2721819095,22091104240,3224,658,3202,39.1952,0.000786295,,24689,16209,0.650337,13,2.9513,4.00756,3,3.50916,0.764302,0.198503,0.209405,0.182319,0.866946,1.45248,2.241,,,-0.0111089,3.8020399999999996e-21,0.416136,0.78827,739.353,372.851,366.35,0.521735,0.897887,0.020976,0.0380885,0.00032556,0.363585,9062,0.593911,,,,,0.0397384,3.79263,,,,,,,,,,,,,,,,
785,edit-hrwiktionary,0,41101,224685,,,141028,,628549181,2476611271872,8071668109675592,,435175802,5995885320,36197,,,10.9333,0.0059702,1.59319,40467,,,13,3.0911,3.85832,4,3.14715,0.757044,0.210444,,,0.701767,2.02466,4.111,4.111,0.0,-0.235669,0.0,,,523.946,,,,,,,,0.972911,39579,,,,,,0.0208191,1.71909,,,,,0.0491666,385.395,40518,583,285,36197,0.302486,5.411,0.005,0.0,1.531,5.54531
786,edit-hewiktionary,0,38019,223551,,,123538,,230267499,529675630787,1180475736630840,,121065733,1889853992,22116,,,11.76,0.00150927,1.80957,37196,,,12,3.3888,4.37012,4,3.70197,0.793415,0.187121,,,0.747593,2.17449,2.691,2.691,0.0,-0.202302,0.0,,,2195.49,,,,,,,,0.894883,33610,,,,,,0.0578924,2.05904,,,,,0.0601071,97.5779,35728,2291,4115,22116,0.26844,4.931,0.215,0.476,1.601,6.25703
787,edit-diqwiki,0,27295,231555,,,105197,,201007619,585501507656,1643434821910401,,176961139,2220094558,42003,,,16.9668,0.00267682,2.20116,26323,,,10,3.11602,3.88241,4,3.2419,0.852284,0.151379,,,0.740439,2.18687,2.281,2.281,0.0,-0.360426,0.0,,,1393.37,,,,,,,,0.898111,24152,,,,,,0.069033,2.0307,,,,,0.0539958,151.839,25770,1525,1824,42003,0.213893,2.001,0.0,0.0,1.651,8.98545
788,wikipedia_link_arz,1,24958,502048,,,,4,105375646,74686238549,76972028838503,16028116,3433949843,27893867698,6384,2186,6383,40.2314,0.000805983,,24678,16555,0.663314,11,2.91242,4.00652,3,3.46888,0.812697,0.158958,0.158943,0.159827,0.853045,1.51987,1.591,,,-0.0422993,2.04839e-300,0.456314,0.796496,505.198,294.435,220.008,0.473505,0.799376,0.0559409,0.0953553,0.000767947,0.437896,10929,0.665951,,,,,0.0855691,1.14148,,,,,,,,,,,,,,,,
789,wikipedia_link_or,1,25876,439724,,,,1205,93830413,61941203410,31583604437513,14096716,3747010961,30352045206,4754,433,4595,33.987,0.000656729,,25706,12838,0.496135,11,3.70978,5.52335,4,4.2689,0.835463,0.146856,0.152537,0.13027,0.829608,1.6488,1.761,,,-0.105429,0.0,0.450708,0.852149,742.352,377.168,364.881,0.551203,0.786863,0.0665349,0.10857,0.00109346,0.342054,8851,0.670466,,,,,0.0565514,2.58071,,,,,,,,,,,,,,,,
790,edit-fawikinews,0,17279,241703,,,29634,,50274050,131642010746,294210393362759,,2531009,221434240,81234,,,27.9765,0.0033383,8.15627,16967,,,11,3.3014,4.88847,4,3.56968,0.948082,0.069693,,,0.72657,3.51579,2.251,2.251,0.0,-0.300998,0.0,,,44160.0,,,,,,,,0.941558,16240,,,,,,0.0146208,1.57086,,,,,0.0350637,456.043,16749,530,54709,81234,0.112452,4.621,0.327,0.002,1.511,14.4309
791,edit-mnwiktionary,0,46998,227450,,,80054,,752918045,8295808288089,74116792628850688,,61290927,3502160012,149443,,,9.67914,0.00414102,2.84121,43704,,,15,1.74329,3.74092,2,2.69714,0.622795,0.282113,,,0.675177,3.05016,3.521,3.521,0.0,-0.404011,0.0,,,884.093,,,,,,,,0.981535,43376,,,,,,0.00915853,4.45182,,,,,0.066353,548.072,46583,415,209,149443,0.414592,5.481,0.0,0.0,1.451,4.88268
792,edit-eswikibooks,0,40141,218263,,,76534,,90824615,208732490510,420857984395581,,35709314,649130496,26870,,,10.8748,0.000368572,2.85184,37680,,,28,3.88438,5.74713,4,4.60214,0.789487,0.17766,,,0.794048,2.71157,2.371,2.371,0.0,-0.139814,0.0,,,2432.49,,,,,,,,0.781544,30685,,,,,,0.00732869,2.12201,,,,,0.106899,35.7808,34041,6100,3256,26870,0.248833,3.001,0.825,0.199,1.821,6.41177
793,edit-ptwikisource,0,98234,229396,,,151542,,887256300,5561377621245,28353954632258324,,57466590,4009134068,34474,,,4.6704,0.000688264,1.51375,96781,,,12,3.46855,5.17756,4,3.90322,0.722282,0.219387,,,0.702256,4.04337,3.201,3.201,0.0,-0.136708,0.0,,,655.175,,,,,,,,0.958523,93549,,,,,,0.0343894,1.20973,,,,,0.0477994,99.9547,95939,2295,744,34474,0.32749,3.681,0.418,0.342,1.531,2.39106
794,edit-iswiktionary,0,27047,236424,,,118562,,479915119,2019748844172,7146454150366240,,475067977,5720518140,56186,,,17.4825,0.00545496,1.9941,26822,,,13,1.87786,3.86756,2,2.92797,0.743796,0.21804,,,0.715374,1.84848,1.581,1.581,0.687,-0.343839,0.0,,,1010.09,,,,,,,,0.942468,25457,,,,,,0.0486901,1.79741,,,,,0.0464674,285.192,26218,829,1267,56186,0.319481,5.061,0.004,0.294,1.551,9.01762
795,github,0,177386,440237,,,,,53048506,17233019660,9927710269155,,50894505,620327470,3675,,,4.9636,6.44443e-05,,139737,,,22,4.86062,6.51622,5,5.35342,0.744516,0.199248,,,0.873618,2.6124,1.951,,,-0.0357767,1.22326e-124,,,120.273,,,,,,,,0.443919,78745,,,,,,0.0102038,2.02771,,,,,0.20526,7.78919,120867,56519,3675,884,0.231457,,,,,3.64233
796,soc-Epinions1,1,75879,508837,,,,0,74201120,27111469575,9737182087729,1624481,166635817,1630702496,3079,1801,3035,13.4118,8.837740000000001e-05,,75877,32223,0.424663,15,3.81609,5.25877,4,4.40033,0.814342,0.157292,0.184344,0.17051,0.845432,2.0258,1.691,1.691,0.0,-0.0406457,9.65433e-294,0.0656788,0.0902969,245.999,139.616,106.528,0.405226,0.723602,0.0167853,0.0322501,0.000753884,0.551088,41816,0.736595,1.711,0.0,1.741,0.0,0.0224664,1.74314,,,,,,,,,,,,,,,,
797,dbpedia-genre,0,266717,463497,,,,,1331590538,6667061771791,32482545125451776,,54299350,5761771762,24821,,,3.47557,0.000229991,,259138,,,32,3.70653,7.4351,4,5.07613,0.645943,0.258995,,,0.773524,3.23604,1.621,,,-0.078141,0.0,,,171.978,,,,,,,,0.944551,251772,,,,,,0.00167473,1.22327,,,,,0.377167,1.79002,7783,258934,24821,31,0.0731914,,,,,59.5525
798,edit-huwikibooks,0,63280,247166,,,72801,,921130871,9544643541524,75856859796865968,,3589559,3713639470,130670,,,7.81182,0.00144756,3.39509,62709,,,12,3.11295,3.83899,4,3.16324,0.82236,0.158533,,,0.637331,10.2466,3.421,3.421,0.0,-0.252068,0.0,,,2375.78,,,,,,,,0.976453,61623,,,,,,0.0318641,1.32659,,,,,0.0310682,307.039,62475,805,1386,130670,0.244358,4.151,0.59,0.527,1.741,3.95624
799,edit-itwikibooks,0,30047,238977,,,70613,,70258576,83991697904,81611005882726,,17380953,420258662,35132,,,15.9069,0.00063855,3.38432,29398,,,12,3.52383,4.97035,4,4.00782,0.832728,0.160369,,,0.783092,2.41235,2.541,2.541,0.0,-0.218349,0.0,,,26549.8,,,,,,,,0.801171,23947,,,,,,0.0479009,19.7929,,,,,0.0885357,55.6537,25753,4294,26828,35132,0.217444,3.251,0.138,0.918,1.791,9.27958
800,edit-kywiki,0,89898,239048,,,152880,,1015964436,12127250043900,122375168352526096,,44405616,4419416124,51371,,,5.31821,0.000761705,1.56363,88146,,,14,3.44816,5.27623,4,3.879,0.764426,0.19339,,,0.71749,4.05171,2.401,2.401,0.0,-0.29459,0.0,,,397.018,,,,,,,,0.953204,84980,,,,,,0.0121885,1.25174,,,,,0.064234,104.342,87607,2291,360,51371,0.297635,2.611,0.0,0.0,1.661,2.72864
801,edit-ptwikinews,0,42449,247874,,,97313,,186152917,434810437672,984082071481929,,40242460,1066749158,65524,,,11.6787,0.00112365,2.54718,41024,,,13,3.44057,4.20356,4,3.78866,0.812939,0.178581,,,0.74128,2.45994,3.291,3.291,0.0,-0.177779,0.0,,,63607.7,,,,,,,,0.915853,38573,,,,,,0.0514125,57.9436,,,,,0.0414404,115.344,40300,2149,63650,65524,0.265671,3.811,0.0,0.056,1.801,6.15072
802,edit-zh_classicalwiki,0,74548,249971,,,131646,,1244193184,18643679053166,222535717042248032,,88760936,5687165388,48096,,,6.70631,0.000677658,1.89881,72979,,,14,3.068,3.88827,4,3.16526,0.830501,0.141126,,,0.695753,4.83468,2.581,2.581,0.0,-0.414471,0.0,,,3838.53,,,,,,,,0.935195,69341,,,,,,0.0440647,4.16699,,,,,0.0618272,92.4449,71844,2704,3815,48096,0.221494,5.871,0.0,0.983,1.701,3.47936
803,edit-sewiki,0,18055,261169,,,127406,,180572996,289670471393,425219060395663,,447730751,4304418604,19019,,,28.9304,0.00556624,2.0499,17247,,,11,2.71871,3.88155,3,3.09978,0.821692,0.171155,,,0.762172,1.73332,2.321,2.321,0.0,-0.324174,0.0,,,746.875,,,,,,,,0.864745,15453,,,,,,0.0498406,1.07147,,,,,0.0527321,190.356,16683,1372,706,19019,0.24805,2.471,0.0,0.0,1.611,15.6548
804,edit-nds_nlwiki,0,18232,262921,,,108538,,137831089,186960881253,239453637612066,,395663481,3716930824,24661,,,28.8417,0.00421736,2.42239,16700,,,12,2.93937,3.89211,3,3.15447,0.847471,0.159274,,,0.75312,1.8746,1.621,1.621,0.0,-0.304526,0.0,,,1286.43,,,,,,,,0.834841,14396,,,,,,0.0285371,1.75114,,,,,0.0431841,170.506,16690,1542,2875,24661,0.209671,8.911,0.0,0.249,1.671,15.7532
805,edit-pamwiki,0,19529,265279,,,130089,,242086465,494206888550,940526842445638,,731384457,6819736422,21624,,,27.1677,0.00543905,2.03921,18495,,,12,1.9554,3.86838,2,2.95914,0.835674,0.17024,,,0.744213,1.83964,2.671,2.671,0.0,-0.309461,0.0,,,800.174,,,,,,,,0.872032,16600,,,,,,0.0149774,2.56183,,,,,0.0488128,202.04,18216,1313,239,21624,0.229524,7.971,0.0,0.007,1.661,14.563
806,edit-orwiki,0,59154,256511,,,125787,,385152806,1429924083058,4618970553888471,,79698740,2178520682,34842,,,8.67265,0.00072037,2.03925,58330,,,10,3.37947,3.93725,4,3.66647,0.806722,0.174429,,,0.726704,2.93436,2.631,2.631,0.0,-0.24962,0.0,,,838.874,,,,,,,,0.91877,54201,,,,,,0.0396679,1.58301,,,,,0.0517366,82.3206,56038,3116,2409,34842,0.256094,2.741,0.022,0.0,1.591,4.57745
807,edit-vlswiki,0,19886,264055,,,111448,,128631580,176467374982,247605180171228,,334131632,3187829160,19418,,,26.5569,0.00338284,2.36931,18710,,,11,3.09852,3.90059,4,3.26663,0.849445,0.159272,,,0.757231,1.95095,1.651,1.651,0.0,-0.211735,0.0,,,1522.04,,,,,,,,0.830816,16063,,,,,,0.0392844,1.95909,,,,,0.0476492,144.767,18062,1824,2498,19418,0.2049,6.991,0.0,0.568,1.711,14.6194
808,wikipedia_link_pa,1,39753,537334,,,,98,158126133,188089301058,277516292358026,10189866,1788144105,14938535770,8309,611,8072,27.0336,0.00034002,,39141,18351,0.461626,14,3.46877,4.87035,4,4.00613,0.797336,0.165887,0.189461,0.159662,0.858863,1.5741,1.801,1.801,0.0,-0.0794553,0.0,0.193324,0.731484,450.575,247.306,205.149,0.365084,0.613617,0.0203799,0.0368554,0.000410797,0.494805,19670,0.515077,1.551,0.0,1.511,0.0,0.036865,1.47481,,,,,,,,,,,,,,,,
809,edit-ocwiktionary,0,45224,275469,,,148653,,797546209,3828180204354,15436567238503784,,660652251,8475705582,38548,,,12.1824,0.00778943,1.8531,44974,,,12,3.17947,3.8464,4,3.24632,0.784124,0.197354,,,0.688187,2.18258,4.431,4.431,0.0,-0.351011,0.0,,,644.549,,,,,,,,0.981603,44340,,,,,,0.0385734,1.48378,,,,,0.0411226,646.641,44798,426,632,38548,0.275585,8.601,0.104,0.653,1.421,6.14914
810,edit-ilowiki,0,46658,286084,,,119023,,1058460698,14134428091214,152846753099497280,,283772312,6504525602,135872,,,12.263,0.00223639,2.4036,45972,,,10,1.57305,2.38841,2,2.19027,0.847121,0.149232,,,0.677308,3.36812,2.201,2.201,0.0,-0.597229,0.0,,,1099.4,,,,,,,,0.953583,44169,,,,,,0.00703465,1.89472,,,,,0.0367235,244.516,45488,1170,374,135872,0.222309,2.231,0.0,0.0,1.681,6.28922
811,wikipedia_link_nds,1,39034,541578,,,,391,118040301,75295914059,50487272059285,2220994,351937494,3288516694,3730,702,3695,27.749,0.000355447,,38842,28601,0.73272,11,3.32118,4.58933,4,3.82583,0.715706,0.222836,0.247654,0.198764,0.891783,1.5008,2.401,2.401,0.0,-0.131566,0.0,0.0564467,0.231547,192.434,157.076,88.141,0.419565,0.281807,0.034493,0.0637644,0.000723251,0.392914,15337,0.736281,2.401,0.0,2.021,0.0,0.0638445,1.04207,,,,,,,,,,,,,,,,
812,edit-gvwiki,0,18060,281618,,,133815,,274799517,649253674418,1443149123750590,,737428949,6999112026,28323,,,31.1869,0.00621228,2.10453,17367,,,11,1.76112,3.67759,2,2.62358,0.819466,0.18352,,,0.747788,1.73011,2.731,2.731,0.0,-0.358367,0.0,,,813.174,,,,,,,,0.866741,15506,,,,,,0.0778021,1.49704,,,,,0.0409313,219.329,16776,1284,432,28323,0.24551,5.851,0.0,0.0,1.651,16.787
813,edit-dawiktionary,0,50397,276040,,,186842,,1133085739,8608892296990,61503414691291104,,702571371,10153287868,33722,,,10.9546,0.00468023,1.4774,49839,,,11,1.90877,3.8497,2,2.94111,0.74181,0.213063,,,0.709776,1.92536,2.931,2.931,0.0,-0.214606,0.0,,,470.753,,,,,,,,0.968535,48635,,,,,,0.0348433,1.40094,,,,,0.0478735,342.907,49592,805,301,33722,0.316552,3.031,0.0,0.0,1.551,5.56622
814,edit-frwikivoyage,0,25086,283080,,,78100,,108847488,229277234338,456279776731562,,82119274,1092614308,55497,,,22.5688,0.000889813,3.62458,24631,,,10,3.21199,4.50161,4,3.57499,0.860682,0.144143,,,0.755564,2.34916,2.411,2.411,0.0,-0.280725,0.0,,,1833.28,,,,,,,,0.783563,19535,,,,,,0.108054,1.19574,,,,,0.0735375,67.3519,20883,4203,3761,55497,0.192984,2.201,0.006,0.0,1.891,13.5555
815,wikipedia_link_ps,1,12949,637529,,,,25,279314916,173944199924,52994692215514,61339024,34506558280,277170706958,1623,1012,1294,98.4677,0.00380213,,12612,6212,0.479728,13,4.07421,6.05438,5,4.63571,0.849575,0.135855,0.101117,0.176616,0.828393,1.48586,1.391,,,0.154864,0.0,0.658816,0.97485,907.985,594.533,367.003,0.461123,0.688812,0.0335186,0.0712686,0.000229129,0.487451,6312,0.57892,,,,,0.0127746,1.21764,,,,,,,,,,,,,,,,
816,petster-cat-household,0,105138,494858,,,,0,1805021303,18364455897295,162772677444775328,2305753,1295382806,17584137376,37346,,,9.41349,0.000208753,,68315,,,10,2.10103,2.92602,3,2.61664,0.729337,0.222243,,,0.815099,1.61767,2.271,2.271,0.0,-0.133905,0.0,0.00383223,,308.337,,,,0.0921135,0.0480554,0.0834478,0.00144085,0.465116,32026,,,,,,0.0834532,1.10146,,,,,,,,,,,,,,,,
817,bookcrossing_rating,0,263757,433652,,,,,80944469,141344884260,268754486843948,,1457330,336304276,8524,,,3.28827,2.9973900000000005e-05,,229137,,,23,5.15619,6.92303,6,5.64999,0.662876,0.237367,,,0.894421,3.14662,2.081,,,-0.0589459,0.0,,,152.914,,,,,,,,0.567788,149758,,,,,,6.92946e-05,,,0.000357269,0.00516059,0.4557,0.199243,5.57379,185955,77802,707,8524,0.298022,,,,,2.33203
818,edit-wawiki,0,38946,311049,,,130189,,465986386,2820387115733,15333838425572086,,394927900,5023698818,77710,,,15.9733,0.00238663,2.38921,37501,,,12,3.00822,3.83608,4,3.08415,0.872798,0.128311,,,0.709855,2.77012,2.001,2.001,0.0,-0.558263,0.0,,,1517.15,,,,,,,,0.928665,35462,,,,,,0.0456881,2.06705,,,,,0.0408199,213.779,37491,1455,752,77710,0.182036,8.911,0.0,0.041,1.651,8.29663
819,wikipedia_link_pms,1,67205,569036,,,,3,5227582024,71827411630676,871232667869401600,1129980,12322196055,119488961080,62772,1487,62701,16.9343,0.00012599,,67205,19892,0.29599,6,1.57109,2.20442,2,2.12847,0.618833,0.286669,0.387014,0.107958,0.787138,1.50151,1.871,1.871,0.001,-0.313047,0.0,0.000648472,0.0994852,493.353,490.423,50.0,0.12921,0.0105148,0.0439926,0.237926,0.00375507,0.744454,50031,0.13962,3.001,0.0,1.771,0.0,0.237909,1.01063,,,,,,,,,,,,,,,,
820,edit-svwikisource,0,92795,303097,,,182266,,1141596321,6949802886525,37539416002437176,,148858691,5757746684,54062,,,6.53261,0.00236525,1.66294,92445,,,11,3.35231,3.89872,4,3.56188,0.73592,0.220053,,,0.690521,2.85289,4.411,4.411,0.0,-0.0798891,9.13861e-256,,,2942.49,,,,,,,,0.986057,91368,,,,,,0.0278912,2.48397,,,,,0.0388424,361.691,91957,838,3470,54062,0.329419,6.111,0.462,0.0,1.431,3.29607
821,komarix-citeseer,0,286748,512267,,,,,6600745,141351614,4706439420,,1005817,35474306,385,,,3.57294,2.6805500000000003e-05,,269000,,,34,9.60952,12.7711,10,10.2565,0.433609,0.341086,,,0.960274,2.07383,2.421,2.421,0.0,-0.0242522,1.64204e-67,,,19.779,,,,,,,,0.400533,114852,,,,,,0.0047247,1.08033,,,,,0.247713,4.86239,181395,105353,385,286,0.420591,4.881,0.003,0.004,3.711,2.82404
822,edit-amwiki,0,45123,314419,,,144012,,309489596,861425558648,2417381224716798,,493722067,5188059520,29442,,,13.9361,0.00177777,2.18328,43157,,,12,3.49135,5.48228,4,3.97765,0.878856,0.111875,,,0.717074,2.87858,2.041,2.041,0.0,-0.523836,0.0,,,933.883,,,,,,,,0.921282,40670,,,,,,0.0166502,1.64412,,,,,0.0398099,167.869,43250,1873,364,29442,0.1636,4.721,0.0,0.0,1.741,7.2698
823,edit-fowiki,0,39779,315895,,,156422,,414380853,2013427957713,9717891439616014,,492814267,5600366156,44010,,,15.8825,0.00188238,2.0195,38895,,,10,3.18811,4.30331,4,3.40957,0.873088,0.127648,,,0.729133,2.47234,1.891,1.891,0.0,-0.44031,0.0,,,821.47,,,,,,,,0.896152,35372,,,,,,0.0774072,1.15865,,,,,0.0519951,142.81,37567,2212,1082,44010,0.176423,1.911,0.0,0.0,1.671,8.40884
824,wiki_talk_sr,1,103068,312837,,,153042,17756,1421288750,19063671862197,218240304747369440,103105,85487620,6369340732,47687,47685,9057,6.0705,1.4406600000000002e-05,2.04413,102816,2416,0.0234408,7,2.84354,3.79196,3,3.21908,0.820749,0.149006,0.056579,0.246863,0.68106,6.07031,2.831,2.831,0.0,-0.330145,0.0,0.00021763,0.0384078,5147.51,2609.0,2550.56,0.121365,0.529573,0.011641,0.0247205,0.00219301,0.969903,99966,0.683829,1.651,0.0,2.871,0.046,0.0437119,1.58935,,,,,,,,,,,,,,,,
825,edit-bat_smgwiki,0,28718,319814,,,145940,,285510331,597395376171,1132648284325356,,676046449,6550753364,20587,,,22.2727,0.00321465,2.19141,27963,,,13,3.07742,3.86894,4,3.21159,0.871154,0.131059,,,0.730453,2.07026,1.881,1.881,0.0,-0.475125,0.0,,,1520.46,,,,,,,,0.892152,25545,,,,,,0.0369943,1.45682,,,,,0.0390321,190.479,27039,1679,1744,20587,0.179554,7.541,0.0,0.03,1.731,11.8279
826,edit-dewikiquote,0,24753,323207,,,113039,,136307956,184998861619,223401316543986,,241569649,2478175386,45765,,,26.1146,0.00114367,2.85925,23339,,,15,3.12156,4.41447,4,3.49403,0.847584,0.159769,,,0.769937,1.92437,2.591,2.591,0.0,-0.217737,0.0,,,2002.86,,,,,,,,0.67677,16411,,,,,,0.0383729,1.86007,,,,,0.0563292,64.5768,19748,5005,2335,45765,0.209717,4.421,0.009,0.129,1.841,16.3666
827,edit-sahwiki,0,39858,317875,,,165493,,368985064,1000775111835,2702539435571483,,693625954,7025432482,32513,,,15.9504,0.00246411,1.92078,38581,,,11,3.35686,4.16169,4,3.64389,0.843909,0.154499,,,0.729952,2.26415,1.801,,,-0.352092,0.0,,,725.669,,,,,,,,0.915634,35837,,,,,,0.0441433,1.11534,,,,,0.0478962,180.303,38095,1763,578,32513,0.204159,,,,,8.34427
828,dbpedia-country,0,592414,637134,,,624402,,11166368856,288818329631244,6941158484979710976,,66757428,45201226056,111132,,,2.15098,0.000459647,1.02039,587255,,,18,3.68549,5.69925,4,4.5036,0.535372,0.314907,,,0.697222,25.3926,4.511,,,-0.0885817,0.0,,,335.937,,,,,,,,0.99291,588214,,,,,,0.000596162,1.41523,,,,,0.476991,1.07968,2302,590112,111132,48,0.0528131,,,,,276.774
829,edit-hsbwiki,0,32373,331012,,,150636,,332241994,964814445723,2682913718329344,,445805291,4895827200,36414,,,20.4499,0.00253674,2.19743,31649,,,10,3.05647,3.86358,4,3.17057,0.848247,0.158372,,,0.738136,2.0924,1.721,,,-0.360782,0.0,,,915.43,,,,,,,,0.890619,28718,,,,,,0.0509324,1.26262,,,,,0.0400076,169.576,30421,1952,784,36414,0.2153,,,,,10.881
830,wikipedia_link_yi,1,25250,698864,,,,47,245369318,51790460043,9005040154324,4261479,26927201172,216400329906,2183,1042,2088,55.3556,0.00109615,,25224,16193,0.641307,10,3.05543,4.08257,4,3.57867,0.804595,0.164795,0.16275,0.169298,0.861166,1.45866,1.761,1.761,0.0,0.54837,0.0,0.0521028,0.482927,581.148,571.839,82.4302,0.220963,0.0291198,0.0330193,0.103014,0.000522474,0.388594,9812,0.443652,1.961,0.0,1.901,0.0,0.106584,1.02999,,,,,,,,,,,,,,,,
831,slashdot-zoo,1,79120,515397,,,,0,67962178,18027108870,6450174110946,537997,48414095,660096934,2543,426,2529,13.0282,8.23415e-05,,79116,26997,0.341216,12,3.48348,4.58441,4,3.9908,0.774219,0.184714,0.193447,0.202801,0.870898,1.81903,2.181,2.181,0.0,-0.0746044,0.0,0.0237484,0.0558928,176.81,96.8396,83.0563,0.184968,0.594523,0.0424413,0.0748071,0.00158169,0.577393,45681,0.386575,1.901,0.0,2.341,0.0,0.00886349,1.97994,0.134578,0.00156205,0.0735795,0.239074,,,,,,,,,,,,
832,edit-nahwiki,0,20068,336603,,,139970,,232944084,389178226286,567243643648460,,860924482,7819583820,28828,,,33.5462,0.00519805,2.40482,19210,,,12,2.83091,3.86414,3,3.10758,0.842237,0.172341,,,0.74751,1.84009,3.191,3.191,0.0,-0.282589,0.0,,,1366.77,,,,,,,,0.864295,17126,,,,,,0.038064,1.15909,,,,,0.046185,232.782,18622,1446,960,28828,0.224597,5.851,0.0,0.0,1.641,18.0756
833,edit-azwiktionary,0,59734,333151,,,193141,,1871434577,19008224139312,173764029757213408,,955760580,15132209542,80773,,,11.1545,0.00605342,1.72491,59342,,,13,1.7548,3.72193,2,2.68327,0.729326,0.222401,,,0.68385,1.99158,3.731,3.731,0.0,-0.236358,0.0,,,2573.62,,,,,,,,0.982922,58590,,,,,,0.00836846,2.45639,,,,,0.0394446,618.091,59195,539,3545,80773,0.337718,3.871,0.018,0.0,1.411,5.62803
834,sap,1,29714,316266,,,165185,31707,20540914,33525136262,34767043592978,257803,21803510,256822948,29766,20480,9286,21.2873,0.000187089,1.91462,28455,15879,0.534395,16,4.27796,5.83503,5,4.77845,0.810567,0.172831,0.159856,0.204897,0.861872,1.87483,2.271,2.271,0.464,-0.104604,0.0,0.0376521,0.0360194,1490.72,922.825,695.387,0.544232,0.172382,0.014608,0.027325,0.000784644,0.425254,12636,0.788544,2.061,0.566,2.691,0.094,0.0275701,1.20829,,,,,,,,,,,,,,,,
