graph_name,name,code,n,m,konect_url,data_url
edit-vlswiki,Wikipedia edits (vls),vls,19886,264055,http://konect.cc/networks/edit-vlswiki/,http://konect.cc/files/download.tsv.edit-vlswiki.tar.bz2
wikipedia_link_pa,Wikipedia links (pa),Wpa,39753,537334,http://konect.cc/networks/wikipedia_link_pa/,http://konect.cc/files/download.tsv.wikipedia_link_pa.tar.bz2
edit-ocwiktionary,Wiktionary edits (oc),moc,45224,275469,http://konect.cc/networks/edit-ocwiktionary/,http://konect.cc/files/download.tsv.edit-ocwiktionary.tar.bz2
edit-ilowiki,Wikipedia edits (ilo),ilo,46658,286084,http://konect.cc/networks/edit-ilowiki/,http://konect.cc/files/download.tsv.edit-ilowiki.tar.bz2
wikipedia_link_nds,Wikipedia links (nds),Wnds,39034,541578,http://konect.cc/networks/wikipedia_link_nds/,http://konect.cc/files/download.tsv.wikipedia_link_nds.tar.bz2
edit-gvwiki,Wikipedia edits (gv),gv,18060,281618,http://konect.cc/networks/edit-gvwiki/,http://konect.cc/files/download.tsv.edit-gvwiki.tar.bz2
edit-dawiktionary,Wiktionary edits (da),mda,50397,276040,http://konect.cc/networks/edit-dawiktionary/,http://konect.cc/files/download.tsv.edit-dawiktionary.tar.bz2
edit-frwikivoyage,Wikivoyage edits (fr),vfr,25086,283080,http://konect.cc/networks/edit-frwikivoyage/,http://konect.cc/files/download.tsv.edit-frwikivoyage.tar.bz2
wikipedia_link_ps,Wikipedia links (ps),Wps,12949,637529,http://konect.cc/networks/wikipedia_link_ps/,http://konect.cc/files/download.tsv.wikipedia_link_ps.tar.bz2
petster-cat-household,Catster households,PCh,105138,494858,http://konect.cc/networks/petster-cat-household/,http://konect.cc/files/download.tsv.petster-cat-household.tar.bz2
bookcrossing_rating,BookCrossing (ratings),Bx,263757,433652,http://konect.cc/networks/bookcrossing_rating/,http://konect.cc/files/download.tsv.bookcrossing_rating.tar.bz2
edit-wawiki,Wikipedia edits (wa),wa,38946,311049,http://konect.cc/networks/edit-wawiki/,http://konect.cc/files/download.tsv.edit-wawiki.tar.bz2
wikipedia_link_pms,Wikipedia links (pms),Wpms,67205,569036,http://konect.cc/networks/wikipedia_link_pms/,http://konect.cc/files/download.tsv.wikipedia_link_pms.tar.bz2
edit-svwikisource,Wikiquote edits (sv),qsv,92795,303097,http://konect.cc/networks/edit-svwikisource/,http://konect.cc/files/download.tsv.edit-svwikisource.tar.bz2
komarix-citeseer,CiteSeer,CS,286748,512267,http://konect.cc/networks/komarix-citeseer/,http://konect.cc/files/download.tsv.komarix-citeseer.tar.bz2
edit-amwiki,Wikipedia edits (am),am,45123,314419,http://konect.cc/networks/edit-amwiki/,http://konect.cc/files/download.tsv.edit-amwiki.tar.bz2
edit-fowiki,Wikipedia edits (fo),fo,39779,315895,http://konect.cc/networks/edit-fowiki/,http://konect.cc/files/download.tsv.edit-fowiki.tar.bz2
wiki_talk_sr,Wikipedia talk (sr),Tsr,103068,312837,http://konect.cc/networks/wiki_talk_sr/,http://konect.cc/files/download.tsv.wiki_talk_sr.tar.bz2
edit-bat_smgwiki,Wikipedia edits (bat-smg),bat-smg,28718,319814,http://konect.cc/networks/edit-bat_smgwiki/,http://konect.cc/files/download.tsv.edit-bat_smgwiki.tar.bz2
edit-dewikiquote,Wikiquote edits (de),qde,24753,323207,http://konect.cc/networks/edit-dewikiquote/,http://konect.cc/files/download.tsv.edit-dewikiquote.tar.bz2
edit-sahwiki,Wikipedia edits (sah),sah,39858,317875,http://konect.cc/networks/edit-sahwiki/,http://konect.cc/files/download.tsv.edit-sahwiki.tar.bz2
dbpedia-country,DBpedia countries,CN,592414,637134,http://konect.cc/networks/dbpedia-country/,http://konect.cc/files/download.tsv.dbpedia-country.tar.bz2
edit-hsbwiki,Wikipedia edits (hsb),hsb,32373,331012,http://konect.cc/networks/edit-hsbwiki/,http://konect.cc/files/download.tsv.edit-hsbwiki.tar.bz2
wikipedia_link_yi,Wikipedia links (yi),Wyi,25250,698864,http://konect.cc/networks/wikipedia_link_yi/,http://konect.cc/files/download.tsv.wikipedia_link_yi.tar.bz2
slashdot-zoo,Slashdot Zoo,SZ,79120,515397,http://konect.cc/networks/slashdot-zoo/,http://konect.cc/files/download.tsv.slashdot-zoo.tar.bz2
edit-nahwiki,Wikipedia edits (nah),nah,20068,336603,http://konect.cc/networks/edit-nahwiki/,http://konect.cc/files/download.tsv.edit-nahwiki.tar.bz2
edit-azwiktionary,Wiktionary edits (az),maz,59734,333151,http://konect.cc/networks/edit-azwiktionary/,http://konect.cc/files/download.tsv.edit-azwiktionary.tar.bz2
sap,SAP forums,SA,29714,316266,http://konect.cc/networks/sap/,none
wikipedia_link_bar,Wikipedia links (bar),Wbar,40757,664036,http://konect.cc/networks/wikipedia_link_bar/,http://konect.cc/files/download.tsv.wikipedia_link_bar.tar.bz2
edit-siwiki,Wikipedia edits (si),si,66095,343632,http://konect.cc/networks/edit-siwiki/,http://konect.cc/files/download.tsv.edit-siwiki.tar.bz2
edit-mywiki,Wikipedia edits (my),my,74452,344419,http://konect.cc/networks/edit-mywiki/,http://konect.cc/files/download.tsv.edit-mywiki.tar.bz2
wiki_talk_ca,Wikipedia talk (ca),Tca,79736,351610,http://konect.cc/networks/wiki_talk_ca/,http://konect.cc/files/download.tsv.wiki_talk_ca.tar.bz2
edit-ptwikibooks,Wikibooks edits (pt),bpt,79341,355008,http://konect.cc/networks/edit-ptwikibooks/,http://konect.cc/files/download.tsv.edit-ptwikibooks.tar.bz2
edit-hiwiktionary,Wiktionary edits (hi),mhi,203894,357938,http://konect.cc/networks/edit-hiwiktionary/,http://konect.cc/files/download.tsv.edit-hiwiktionary.tar.bz2
edit-pawiki,Wikipedia edits (pa),pa,90005,359766,http://konect.cc/networks/edit-pawiki/,http://konect.cc/files/download.tsv.edit-pawiki.tar.bz2
wordnet-words,WordNet,WO,146005,656999,http://konect.cc/networks/wordnet-words/,http://konect.cc/files/download.tsv.wordnet-words.tar.bz2
bag-nips,NIPS full papers,NI,13875,1932365,http://konect.cc/networks/bag-nips/,http://konect.cc/files/download.tsv.bag-nips.tar.bz2
edit-ganwiki,Wikipedia edits (gan),gan,34354,382174,http://konect.cc/networks/edit-ganwiki/,http://konect.cc/files/download.tsv.edit-ganwiki.tar.bz2
edit-plwikiquote,Wikiquote edits (pl),qpl,54021,378978,http://konect.cc/networks/edit-plwikiquote/,http://konect.cc/files/download.tsv.edit-plwikiquote.tar.bz2
wikipedia_link_als,Wikipedia links (als),Wals,29511,763424,http://konect.cc/networks/wikipedia_link_als/,http://konect.cc/files/download.tsv.wikipedia_link_als.tar.bz2
edit-sawiki,Wikipedia edits (sa),sa,53467,387592,http://konect.cc/networks/edit-sawiki/,http://konect.cc/files/download.tsv.edit-sawiki.tar.bz2
edit-liwiki,Wikipedia edits (li),li,60713,393573,http://konect.cc/networks/edit-liwiki/,http://konect.cc/files/download.tsv.edit-liwiki.tar.bz2
wikipedia_link_io,Wikipedia links (io),Wio,31011,805095,http://konect.cc/networks/wikipedia_link_io/,http://konect.cc/files/download.tsv.wikipedia_link_io.tar.bz2
edit-euwiktionary,Wiktionary edits (eu),meu,62637,396614,http://konect.cc/networks/edit-euwiktionary/,http://konect.cc/files/download.tsv.edit-euwiktionary.tar.bz2
edit-simplewiktionary,Wiktionary edits (simple),msimple,33632,400482,http://konect.cc/networks/edit-simplewiktionary/,http://konect.cc/files/download.tsv.edit-simplewiktionary.tar.bz2
wikipedia_link_ku,Wikipedia links (ku),Wku,37123,805932,http://konect.cc/networks/wikipedia_link_ku/,http://konect.cc/files/download.tsv.wikipedia_link_ku.tar.bz2
wikipedia_link_min,Wikipedia links (min),Wmin,222989,690651,http://konect.cc/networks/wikipedia_link_min/,http://konect.cc/files/download.tsv.wikipedia_link_min.tar.bz2
edit-itwikivoyage,Wikivoyage edits (it),vit,31501,419474,http://konect.cc/networks/edit-itwikivoyage/,http://konect.cc/files/download.tsv.edit-itwikivoyage.tar.bz2
edit-frwikibooks,Wikibooks edits (fr),bfr,58395,409932,http://konect.cc/networks/edit-frwikibooks/,http://konect.cc/files/download.tsv.edit-frwikibooks.tar.bz2
edit-mnwiki,Wikipedia edits (mn),mn,60257,428262,http://konect.cc/networks/edit-mnwiki/,http://konect.cc/files/download.tsv.edit-mnwiki.tar.bz2
edit-oswiki,Wikipedia edits (os),os,41947,444794,http://konect.cc/networks/edit-oswiki/,http://konect.cc/files/download.tsv.edit-oswiki.tar.bz2
wikipedia_link_vo,Wikipedia links (vo),Wvo,242046,761034,http://konect.cc/networks/wikipedia_link_vo/,http://konect.cc/files/download.tsv.wikipedia_link_vo.tar.bz2
wikipedia_link_cv,Wikipedia links (cv),Wcv,44634,875818,http://konect.cc/networks/wikipedia_link_cv/,http://konect.cc/files/download.tsv.wikipedia_link_cv.tar.bz2
edit-dewikiversity,Wikiversity edits (de),yde,82453,422143,http://konect.cc/networks/edit-dewikiversity/,http://konect.cc/files/download.tsv.edit-dewikiversity.tar.bz2
dimacs9-NY,New York City,9N,264346,730100,http://konect.cc/networks/dimacs9-NY/,http://konect.cc/files/download.tsv.dimacs9-NY.tar.bz2
wikipedia_link_ky,Wikipedia links (ky),Wky,85076,861498,http://konect.cc/networks/wikipedia_link_ky/,http://konect.cc/files/download.tsv.wikipedia_link_ky.tar.bz2
wikisigned-k2,WikiSigned,W2,138592,740397,http://konect.cc/networks/wikisigned-k2/,http://konect.cc/files/download.tsv.wikisigned-k2.tar.bz2
edit-lowiktionary,Wiktionary edits (lo),mlo,62549,452686,http://konect.cc/networks/edit-lowiktionary/,http://konect.cc/files/download.tsv.edit-lowiktionary.tar.bz2
edit-guwiki,Wikipedia edits (gu),gu,79543,443632,http://konect.cc/networks/edit-guwiki/,http://konect.cc/files/download.tsv.edit-guwiki.tar.bz2
edit-bhwiki,Wikipedia edits (bh),bh,61119,442118,http://konect.cc/networks/edit-bhwiki/,http://konect.cc/files/download.tsv.edit-bhwiki.tar.bz2
edit-srwiktionary,Wiktionary edits (sr),msr,220994,457733,http://konect.cc/networks/edit-srwiktionary/,http://konect.cc/files/download.tsv.edit-srwiktionary.tar.bz2
edit-yiwiki,Wikipedia edits (yi),yi,41363,474132,http://konect.cc/networks/edit-yiwiki/,http://konect.cc/files/download.tsv.edit-yiwiki.tar.bz2
edit-pnbwiki,Wikipedia edits (pnb),pnb,63190,482583,http://konect.cc/networks/edit-pnbwiki/,http://konect.cc/files/download.tsv.edit-pnbwiki.tar.bz2
edit-ckbwiki,Wikipedia edits (ckb),ckb,114218,475887,http://konect.cc/networks/edit-ckbwiki/,http://konect.cc/files/download.tsv.edit-ckbwiki.tar.bz2
wikipedia_link_nap,Wikipedia links (nap),Wnap,15441,993392,http://konect.cc/networks/wikipedia_link_nap/,http://konect.cc/files/download.tsv.wikipedia_link_nap.tar.bz2
edit-yowiki,Wikipedia edits (yo),yo,55100,484122,http://konect.cc/networks/edit-yowiki/,http://konect.cc/files/download.tsv.edit-yowiki.tar.bz2
edit-gdwiki,Wikipedia edits (gd),gd,32651,491755,http://konect.cc/networks/edit-gdwiki/,http://konect.cc/files/download.tsv.edit-gdwiki.tar.bz2
dimacs9-BAY,San Francisco Bay Area,9B,321270,794830,http://konect.cc/networks/dimacs9-BAY/,http://konect.cc/files/download.tsv.dimacs9-BAY.tar.bz2
wikipedia_link_roa_tara,Wikipedia links (roa-tara),Wroa-tara,10423,1089948,http://konect.cc/networks/wikipedia_link_roa_tara/,http://konect.cc/files/download.tsv.wikipedia_link_roa_tara.tar.bz2
edit-scowiki,Wikipedia edits (sco),sco,169949,487512,http://konect.cc/networks/edit-scowiki/,http://konect.cc/files/download.tsv.edit-scowiki.tar.bz2
edit-eowiktionary,Wiktionary edits (eo),meo,112485,491703,http://konect.cc/networks/edit-eowiktionary/,http://konect.cc/files/download.tsv.edit-eowiktionary.tar.bz2
edit-ruwikinews,Wikinews edits (ru),nru,118212,491861,http://konect.cc/networks/edit-ruwikinews/,http://konect.cc/files/download.tsv.edit-ruwikinews.tar.bz2
edit-eswikinews,Wikinews edits (es),nes,42623,513672,http://konect.cc/networks/edit-eswikinews/,http://konect.cc/files/download.tsv.edit-eswikinews.tar.bz2
edit-uzwiktionary,Wiktionary edits (uz),muz,153595,497719,http://konect.cc/networks/edit-uzwiktionary/,http://konect.cc/files/download.tsv.edit-uzwiktionary.tar.bz2
edit-suwiki,Wikipedia edits (su),su,68354,507845,http://konect.cc/networks/edit-suwiki/,http://konect.cc/files/download.tsv.edit-suwiki.tar.bz2
loc-gowalla_edges,Gowalla,GW,196591,950327,http://konect.cc/networks/loc-gowalla_edges/,http://konect.cc/files/download.tsv.loc-gowalla_edges.tar.bz2
wikipedia_link_yo,Wikipedia links (yo),Wyo,41205,1042990,http://konect.cc/networks/wikipedia_link_yo/,http://konect.cc/files/download.tsv.wikipedia_link_yo.tar.bz2
edit-sawiktionary,Wiktionary edits (sa),msa,263998,500298,http://konect.cc/networks/edit-sawiktionary/,http://konect.cc/files/download.tsv.edit-sawiktionary.tar.bz2
edit-iawiki,Wikipedia edits (ia),ia,35162,521965,http://konect.cc/networks/edit-iawiki/,http://konect.cc/files/download.tsv.edit-iawiki.tar.bz2
munmun_twitter_social,Twitter (ICWSM),Ws,465017,834797,http://konect.cc/networks/munmun_twitter_social/,http://konect.cc/files/download.tsv.munmun_twitter_social.tar.bz2
edit-tawikisource,Wikiquote edits (ta),qta,413526,492375,http://konect.cc/networks/edit-tawikisource/,http://konect.cc/files/download.tsv.edit-tawikisource.tar.bz2
sx-mathoverflow,MathOverflow,ma,24818,506550,http://konect.cc/networks/sx-mathoverflow/,http://konect.cc/files/download.tsv.sx-mathoverflow.tar.bz2
edit-vecwiki,Wikipedia edits (vec),vec,35868,540090,http://konect.cc/networks/edit-vecwiki/,http://konect.cc/files/download.tsv.edit-vecwiki.tar.bz2
wikipedia_link_fy,Wikipedia links (fy),Wfy,65562,1071678,http://konect.cc/networks/wikipedia_link_fy/,http://konect.cc/files/download.tsv.wikipedia_link_fy.tar.bz2
edit-mlwiktionary,Wiktionary edits (ml),mml,137011,530712,http://konect.cc/networks/edit-mlwiktionary/,http://konect.cc/files/download.tsv.edit-mlwiktionary.tar.bz2
edit-dewikibooks,Wikibooks edits (de),bde,77233,528120,http://konect.cc/networks/edit-dewikibooks/,http://konect.cc/files/download.tsv.edit-dewikibooks.tar.bz2
edit-napwiki,Wikipedia edits (nap),nap,28033,551457,http://konect.cc/networks/edit-napwiki/,http://konect.cc/files/download.tsv.edit-napwiki.tar.bz2
wikipedia_link_ckb,Wikipedia links (ckb),Wckb,60722,1176333,http://konect.cc/networks/wikipedia_link_ckb/,http://konect.cc/files/download.tsv.wikipedia_link_ckb.tar.bz2
edit-frwikiversity,Wikiversity edits (fr),yfr,50559,541214,http://konect.cc/networks/edit-frwikiversity/,http://konect.cc/files/download.tsv.edit-frwikiversity.tar.bz2
edit-newiki,Wikipedia edits (ne),ne,90238,542716,http://konect.cc/networks/edit-newiki/,http://konect.cc/files/download.tsv.edit-newiki.tar.bz2
com-amazon,Amazon (MDS),CA,334863,925872,http://konect.cc/networks/com-amazon/,http://konect.cc/files/download.tsv.com-amazon.tar.bz2
wikipedia_link_sw,Wikipedia links (sw),Wsw,58770,1077184,http://konect.cc/networks/wikipedia_link_sw/,http://konect.cc/files/download.tsv.wikipedia_link_sw.tar.bz2
wikipedia_link_is,Wikipedia links (is),Wis,69381,1169291,http://konect.cc/networks/wikipedia_link_is/,http://konect.cc/files/download.tsv.wikipedia_link_is.tar.bz2
edit-barwiki,Wikipedia edits (bar),bar,94087,576801,http://konect.cc/networks/edit-barwiki/,http://konect.cc/files/download.tsv.edit-barwiki.tar.bz2
wikipedia_link_mg,Wikipedia links (mg),Wmg,125916,1025610,http://konect.cc/networks/wikipedia_link_mg/,http://konect.cc/files/download.tsv.wikipedia_link_mg.tar.bz2
wikipedia_link_my,Wikipedia links (my),Wmy,44651,1201350,http://konect.cc/networks/wikipedia_link_my/,http://konect.cc/files/download.tsv.wikipedia_link_my.tar.bz2
wikipedia_link_su,Wikipedia links (su),Wsu,43169,1250082,http://konect.cc/networks/wikipedia_link_su/,http://konect.cc/files/download.tsv.wikipedia_link_su.tar.bz2
wikipedia_link_qu,Wikipedia links (qu),Wqu,37219,1165599,http://konect.cc/networks/wikipedia_link_qu/,http://konect.cc/files/download.tsv.wikipedia_link_qu.tar.bz2
edit-cvwiki,Wikipedia edits (cv),cv,70003,591878,http://konect.cc/networks/edit-cvwiki/,http://konect.cc/files/download.tsv.edit-cvwiki.tar.bz2
edit-liwiktionary,Wiktionary edits (li),mli,120876,589486,http://konect.cc/networks/edit-liwiktionary/,http://konect.cc/files/download.tsv.edit-liwiktionary.tar.bz2
edit-kuwiki,Wikipedia edits (ku),ku,61976,597402,http://konect.cc/networks/edit-kuwiki/,http://konect.cc/files/download.tsv.edit-kuwiki.tar.bz2
wikipedia_link_ba,Wikipedia links (ba),Wba,52560,1241806,http://konect.cc/networks/wikipedia_link_ba/,http://konect.cc/files/download.tsv.wikipedia_link_ba.tar.bz2
edit-glwiktionary,Wiktionary edits (gl),mgl,62438,602781,http://konect.cc/networks/edit-glwiktionary/,http://konect.cc/files/download.tsv.edit-glwiktionary.tar.bz2
edit-quwiki,Wikipedia edits (qu),qu,53539,606625,http://konect.cc/networks/edit-quwiki/,http://konect.cc/files/download.tsv.edit-quwiki.tar.bz2
wiki_talk_sv,Wikipedia talk (sv),Tsv,120833,598066,http://konect.cc/networks/wiki_talk_sv/,http://konect.cc/files/download.tsv.wiki_talk_sv.tar.bz2
edit-knwiktionary,Wiktionary edits (kn),mkn,267279,586987,http://konect.cc/networks/edit-knwiktionary/,http://konect.cc/files/download.tsv.edit-knwiktionary.tar.bz2
edit-arwiktionary,Wiktionary edits (ar),mar,97909,610765,http://konect.cc/networks/edit-arwiktionary/,http://konect.cc/files/download.tsv.edit-arwiktionary.tar.bz2
wikipedia_link_ilo,Wikipedia links (ilo),Wilo,20485,1244270,http://konect.cc/networks/wikipedia_link_ilo/,http://konect.cc/files/download.tsv.wikipedia_link_ilo.tar.bz2
wikipedia_link_scn,Wikipedia links (scn),Wscn,39957,1182785,http://konect.cc/networks/wikipedia_link_scn/,http://konect.cc/files/download.tsv.wikipedia_link_scn.tar.bz2
com-dblp,DBLP co-authorship,CD,317080,1049866,http://konect.cc/networks/com-dblp/,http://konect.cc/files/download.tsv.com-dblp.tar.bz2
dimacs9-COL,Colorado,9C,435666,1042400,http://konect.cc/networks/dimacs9-COL/,http://konect.cc/files/download.tsv.dimacs9-COL.tar.bz2
wiki_talk_vi,Wikipedia talk (vi),Tvi,338714,607087,http://konect.cc/networks/wiki_talk_vi/,http://konect.cc/files/download.tsv.wiki_talk_vi.tar.bz2
wikipedia_link_an,Wikipedia links (an),Wan,56485,1306724,http://konect.cc/networks/wikipedia_link_an/,http://konect.cc/files/download.tsv.wikipedia_link_an.tar.bz2
edit-scnwiki,Wikipedia edits (scn),scn,59039,681366,http://konect.cc/networks/edit-scnwiki/,http://konect.cc/files/download.tsv.edit-scnwiki.tar.bz2
edit-htwiki,Wikipedia edits (ht),ht,64801,679189,http://konect.cc/networks/edit-htwiki/,http://konect.cc/files/download.tsv.edit-htwiki.tar.bz2
edit-alswiki,Wikipedia edits (als),als,55065,678457,http://konect.cc/networks/edit-alswiki/,http://konect.cc/files/download.tsv.edit-alswiki.tar.bz2
wikipedia_link_mzn,Wikipedia links (mzn),Wmzn,18112,1476267,http://konect.cc/networks/wikipedia_link_mzn/,http://konect.cc/files/download.tsv.wikipedia_link_mzn.tar.bz2
gottron-reuters,Reuters-21578,R2,60234,1464182,http://konect.cc/networks/gottron-reuters/,http://konect.cc/files/download.tsv.gottron-reuters.tar.bz2
bookcrossing_full-rating,BookCrossing (implicit),BX,445801,1149739,http://konect.cc/networks/bookcrossing_full-rating/,http://konect.cc/files/download.tsv.bookcrossing_full-rating.tar.bz2
edit-lmowiki,Wikipedia edits (lmo),lmo,96949,691256,http://konect.cc/networks/edit-lmowiki/,http://konect.cc/files/download.tsv.edit-lmowiki.tar.bz2
edit-bawiki,Wikipedia edits (ba),ba,114918,673465,http://konect.cc/networks/edit-bawiki/,http://konect.cc/files/download.tsv.edit-bawiki.tar.bz2
wikipedia_link_lb,Wikipedia links (lb),Wlb,64161,1354329,http://konect.cc/networks/wikipedia_link_lb/,http://konect.cc/files/download.tsv.wikipedia_link_lb.tar.bz2
edit-arzwiki,Wikipedia edits (arz),arz,149412,699444,http://konect.cc/networks/edit-arzwiki/,http://konect.cc/files/download.tsv.edit-arzwiki.tar.bz2
wikipedia_link_gu,Wikipedia links (gu),Wgu,30430,1327439,http://konect.cc/networks/wikipedia_link_gu/,http://konect.cc/files/download.tsv.wikipedia_link_gu.tar.bz2
edit-itwikiquote,Wikiquote edits (it),qit,130834,703139,http://konect.cc/networks/edit-itwikiquote/,http://konect.cc/files/download.tsv.edit-itwikiquote.tar.bz2
